1684163005089|16c7bb72-511b-4bc5-b41a-b6b72883a966

1684163023372|find | debut  cd = 
 Template >>>> 
 titre : title-1609
 Album : null
 Composers : []
 Interpreters : []

1684163023397|match | debut  cd = 
 Template >>>> 
 titre : title-1622
 Album : null
 Composers : []
 Interpreters : [interpreter-199]

1684163023397|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-1141
 Album : album-title-167
 Composers : [composer-160]
 Interpreters : [interpreter-165, interpreter-164]
 Node Address : a9202259-3c9c-4949-8847-ec02379eed51 request = da0bb657-2b9b-4eb2-935f-b2f95ed312fe

1684163023398|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023398|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023398|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023398|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023398|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023398|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023398|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023399|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023399|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023399|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023399|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023399|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023399|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023399|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023400|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023400|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023400|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023400|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023400|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023400|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023400|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023401|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023401|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023401|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023401|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023401|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023402|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023402|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023402|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023403|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023403|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023403|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023403|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023404|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-1081
 Album : album-title-158
 Composers : [composer-156]
 Interpreters : [interpreter-158, interpreter-159]
 Node Address : 081faee4-95ff-4d3f-9458-336fb0f27d7f request = 5989df4a-3400-47e1-9032-239fd7f74919

1684163023404|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-1081
 Album : album-title-158
 Composers : [composer-156]
 Interpreters : [interpreter-158, interpreter-159]
 Node Address : 081faee4-95ff-4d3f-9458-336fb0f27d7f request = 5989df4a-3400-47e1-9032-239fd7f74919

1684163023404|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023404|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023405|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023405|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023405|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023405|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023405|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023405|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-232
 Album : album-title-35
 Composers : [composer-51, composer-52]
 Interpreters : [interpreter-53, interpreter-54]
 Node Address : ac62d072-4c3a-4241-b6a3-06b1eb276479 request = c5e18e68-08cf-43f9-9112-0634200f3dba

1684163023406|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023406|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023406|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023406|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023407|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023407|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023407|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023407|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023407|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023407|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023408|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023408|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023408|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023408|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023408|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023408|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023408|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023409|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023409|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023409|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023409|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023409|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023409|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023409|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023410|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023410|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023410|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023410|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023410|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023410|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023410|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023411|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023411|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023411|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023411|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023428|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-631
 Album : album-title-93
 Composers : [composer-107]
 Interpreters : [interpreter-107, interpreter-106]
 Node Address : 5fdbe451-8c16-4bae-97a4-7743d31194ee request = 701ee261-c965-43c8-bb4b-43921074add5

1684163023544|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023544|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023544|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023544|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023544|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023544|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023544|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023544|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023545|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023545|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023545|acceptMatched | request = bfa23863-0d6d-4475-a2e6-513d9bbd4ea2

1684163023545|acceptMatched | request = fb8a1bf6-9ade-478f-96ce-55f018ec9af3

1684163023545|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023545|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023545|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023545|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023546|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023546|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023546|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023546|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023546|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023546|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023546|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023546|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023546|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023547|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-631
 Album : album-title-93
 Composers : [composer-107]
 Interpreters : [interpreter-107, interpreter-106]
 Node Address : 5fdbe451-8c16-4bae-97a4-7743d31194ee request = 701ee261-c965-43c8-bb4b-43921074add5

1684163023547|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023547|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023547|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023548|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-1609
 Album : album-title-234
 Composers : [composer-193, composer-194]
 Interpreters : [interpreter-199]
 Node Address : a8b99e96-43d2-4520-871c-0567329ba19a request = a3579227-a9e9-4b6c-a1c8-23eb2b74acc6

1684163023554|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023559|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023559|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023559|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023560|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023560|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023560|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023565|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023565|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023566|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023566|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023566|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023566|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023566|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023566|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023566|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023566|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-679
 Album : album-title-99
 Composers : [composer-111, composer-112]
 Interpreters : [interpreter-113, interpreter-112]
 Node Address : 22bf464d-ed0b-4ed7-bb25-26aa3d3d8f71 request = a0bde769-9156-40a0-ab9a-c2d384588a73

1684163023567|match | fin  cd = 
 Template >>>> 
 titre : title-1622
 Album : null
 Composers : []
 Interpreters : [interpreter-199]

1684163023567|match | debut  cd = 
 Template >>>> 
 titre : title-1633
 Album : album-title-236
 Composers : [composer-193, composer-194]
 Interpreters : [interpreter-199]

1684163023568|acceptMatched | request = a4308be2-f14d-415d-bcd8-b6560b13ac84

1684163023568|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023568|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023568|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023569|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023569|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023569|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023569|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023569|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023569|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023570|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023570|match | fin  cd = 
 Template >>>> 
 titre : null
 Album : album-title-161
 Composers : []
 Interpreters : []

1684163023570|match | debut  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : []
 Interpreters : [interpreter-162]

1684163023570|match | fin  cd = 
 Template >>>> 
 titre : title-236
 Album : null
 Composers : [composer-51, composer-52]
 Interpreters : []

1684163023571|find | debut  cd = 
 Template >>>> 
 titre : title-166
 Album : album-title-25
 Composers : [composer-36, composer-35]
 Interpreters : [interpreter-39]

1684163023571|find | debut  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : [composer-35]
 Interpreters : []

1684163023572|find | debut  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : [composer-44]
 Interpreters : []

1684163023572|find | debut  cd = 
 Template >>>> 
 titre : title-199
 Album : album-title-30
 Composers : []
 Interpreters : [interpreter-45, interpreter-46]

1684163023573|find | debut  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : []
 Interpreters : [interpreter-47]

1684163023573|find | debut  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : [composer-45]
 Interpreters : []

1684163023573|find | debut  cd = 
 Template >>>> 
 titre : title-209
 Album : null
 Composers : []
 Interpreters : [interpreter-47, interpreter-48]

1684163023575|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023575|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023576|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023576|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023577|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023577|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023577|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023577|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023577|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023577|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023577|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023578|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023578|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023578|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023578|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023578|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023578|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023579|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023579|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023579|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023591|match | fin  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : []
 Interpreters : [interpreter-105]

1684163023607|find | debut  cd = 
 Template >>>> 
 titre : title-628
 Album : album-title-92
 Composers : []
 Interpreters : [interpreter-107, interpreter-106]

1684163023607|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023607|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023607|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023607|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023607|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023608|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023608|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023608|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023608|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-204
 Album : album-title-31
 Composers : [composer-45]
 Interpreters : [interpreter-47, interpreter-48]
 Node Address : 27ddbf0a-5a05-4ed2-b7c3-d57e1173890e request = c1ec8d09-cc75-43b8-80cc-06cd643defd6

1684163023608|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-204
 Album : album-title-31
 Composers : [composer-45]
 Interpreters : [interpreter-47, interpreter-48]
 Node Address : 27ddbf0a-5a05-4ed2-b7c3-d57e1173890e request = c1ec8d09-cc75-43b8-80cc-06cd643defd6

1684163023608|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023610|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023611|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023615|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023640|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023640|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023640|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023640|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023640|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023640|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023641|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023641|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023641|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023641|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-209
 Album : album-title-31
 Composers : [composer-45]
 Interpreters : [interpreter-47, interpreter-48]
 Node Address : 27ddbf0a-5a05-4ed2-b7c3-d57e1173890e request = ff925a68-13d7-4456-bf58-894122bd7faf

1684163023641|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023641|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-199
 Album : album-title-30
 Composers : [composer-43, composer-44]
 Interpreters : [interpreter-45, interpreter-46]
 Node Address : 46cc0364-36b8-4de7-8115-c0de9c8fbe32 request = 1e28358d-8ec6-4550-bfd7-a297c618bde9

1684163023642|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023642|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023642|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023642|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023642|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023642|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023642|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023643|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-199
 Album : album-title-30
 Composers : [composer-43, composer-44]
 Interpreters : [interpreter-45, interpreter-46]
 Node Address : 46cc0364-36b8-4de7-8115-c0de9c8fbe32 request = 1e28358d-8ec6-4550-bfd7-a297c618bde9

1684163023643|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023643|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023643|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023643|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-1090
 Album : album-title-159
 Composers : [composer-157]
 Interpreters : [interpreter-161, interpreter-160]
 Node Address : 69fa32f9-f637-4e81-b8e9-bc214d0bfd13 request = ad13a5bc-f630-4b46-876a-44f438655008

1684163023644|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-1086
 Album : album-title-159
 Composers : [composer-157]
 Interpreters : [interpreter-161, interpreter-160]
 Node Address : 69fa32f9-f637-4e81-b8e9-bc214d0bfd13 request = a34ff2a8-9514-4b2d-be36-5ca9890dfefd

1684163023644|acceptMatched | request = 1ea0e6f2-2c1e-40c8-9209-84f0564fabef

1684163023644|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-1081
 Album : album-title-158
 Composers : [composer-156]
 Interpreters : [interpreter-158, interpreter-159]
 Node Address : 081faee4-95ff-4d3f-9458-336fb0f27d7f request = 5989df4a-3400-47e1-9032-239fd7f74919

1684163023644|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-1081
 Album : album-title-158
 Composers : [composer-156]
 Interpreters : [interpreter-158, interpreter-159]
 Node Address : 081faee4-95ff-4d3f-9458-336fb0f27d7f request = 5989df4a-3400-47e1-9032-239fd7f74919

1684163023651|find | debut  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : [composer-108]
 Interpreters : []

1684163023651|find | debut  cd = 
 Template >>>> 
 titre : title-219
 Album : null
 Composers : []
 Interpreters : [interpreter-50, interpreter-51]

1684163023651|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023666|find | debut  cd = 
 Template >>>> 
 titre : title-216
 Album : album-title-33
 Composers : [composer-48, composer-49]
 Interpreters : []

1684163023667|find | debut  cd = 
 Template >>>> 
 titre : title-234
 Album : null
 Composers : [composer-51, composer-52]
 Interpreters : []

1684163023668|match | debut  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : []
 Interpreters : [interpreter-53]

1684163023669|acceptMatched | request = 91520a7f-939b-4e54-93f4-fe9a4afc0fc9

1684163023669|match | fin  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : []
 Interpreters : [interpreter-162]

1684163023669|find | debut  cd = 
 Template >>>> 
 titre : title-1107
 Album : album-title-162
 Composers : [composer-158, composer-159]
 Interpreters : []

1684163023670|find | debut  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : []
 Interpreters : [interpreter-164]

1684163023670|find | debut  cd = 
 Template >>>> 
 titre : title-1133
 Album : album-title-166
 Composers : [composer-160]
 Interpreters : [interpreter-165, interpreter-164]

1684163023671|find | debut  cd = 
 Template >>>> 
 titre : title-1139
 Album : null
 Composers : []
 Interpreters : []

1684163023672|match | debut  cd = 
 Template >>>> 
 titre : title-1146
 Album : album-title-168
 Composers : []
 Interpreters : [interpreter-166]

1684163023672|match | fin  cd = 
 Template >>>> 
 titre : title-1633
 Album : album-title-236
 Composers : [composer-193, composer-194]
 Interpreters : [interpreter-199]

1684163023673|acceptMatched | request = d52d8948-91c5-4aec-bd0b-cec8df6527fb

1684163023679|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023679|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023679|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023679|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023679|acceptMatched | request = 7b8ab304-b526-4595-b416-0999e048f0f9

1684163023679|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023680|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023680|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023680|acceptMatched | request = 7b8ab304-b526-4595-b416-0999e048f0f9

1684163023680|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023680|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023680|acceptMatched | request = 7b8ab304-b526-4595-b416-0999e048f0f9

1684163023680|acceptMatched | request = 7b8ab304-b526-4595-b416-0999e048f0f9

1684163023681|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023681|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023681|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023681|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023681|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023681|acceptMatched | request = 7b8ab304-b526-4595-b416-0999e048f0f9

1684163023681|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023682|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023682|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023682|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023682|acceptMatched | request = 49b8036c-faba-4dc6-91d8-2f97265e4cc5

1684163023682|acceptFound |  content = 
Descriptor >>>> 
 Template >>>> 
 titre : title-1138
